,INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,PRECINCT,JURISDICTION_CODE,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lon_Lat
1,74146165,14/08/2010,3:11:00,QUEENS,113,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1046573,183057,40.66891477,-73.775341,POINT (-73.77534099699994 40.66891477200004)
2,66928846,17/10/2009,18:03:00,BROOKLYN,67,0,NA,TRUE,NA,NA,NA,45-64,M,BLACK,1003313,176413,40.65087729,-73.93130225,POINT (-73.93130224699998 40.65087729100002)
3,29114164,18/05/2007,23:00:00,BROOKLYN,75,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1016292,176228,40.65033206,-73.88452948,POINT (-73.884529479 40.65033205800006)
4,85180336,9/06/2012,17:15:00,BROOKLYN,81,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1005597,188673,40.68452304,-73.92303236,POINT (-73.92303235699995 40.68452304300007)
5,73405770,27/06/2010,4:14:00,BRONX,47,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1023551,263366,40.88947351,-73.85786022,POINT (-73.85786021699995 40.88947350500007)
6,33397043,26/07/2007,23:05:00,QUEENS,110,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1015948,210428,40.74420427,-73.88560823,POINT (-73.88560822899994 40.74420426600005)
7,185483181,21/07/2018,4:15:00,QUEENS,114,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,"1,003,963","214,344",40.75498753,-73.92884875,POINT (-73.92884875 40.75498753)
8,137804320,20/07/2014,1:40:00,QUEENS,113,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1049943,182958,40.66861868,-73.76319392,POINT (-73.76319392399995 40.668618676000044)
9,82323802,25/12/2011,3:50:00,QUEENS,113,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1040038,185061,40.67445888,-73.79888153,POINT (-73.79888153399997 40.67445888000003)
10,74568517,11/09/2010,21:40:00,BRONX,43,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1018791,240921,40.82788869,-73.8751915,POINT (-73.87519150199995 40.82788868500006)
11,84075119,5/04/2012,22:46:00,BRONX,40,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1006853,233369,40.80719919,-73.9183535,POINT (-73.91835350199995 40.807199186000055)
12,92386262,30/08/2013,4:14:00,QUEENS,110,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1026084,216284,40.76023534,-73.84899259,POINT (-73.84899259199995 40.76023534300003)
13,75838650,4/12/2010,0:40:00,BRONX,40,0,NA,FALSE,NA,NA,NA,<18,M,BLACK,1005713,237323,40.81805466,-73.92245884,POINT (-73.92245883499999 40.81805465600007)
14,187159157,3/09/2018,21:52:00,BROOKLYN,67,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,"996,496","176,438",40.65095796,-73.95586928,POINT (-73.95586928 40.65095796)
15,74883745,3/10/2010,1:16:00,MANHATTAN,25,0,NA,FALSE,18-24,M,BLACK,25-44,M,BLACK,1001756,233153,40.8066179,-73.93676576,POINT (-73.93676575499995 40.806617895000045)
16,137018486,31/05/2014,23:00:00,BROOKLYN,75,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1012795,183062,40.66910184,-73.89710292,POINT (-73.89710291699998 40.66910183600004)
17,91409803,1/07/2013,12:15:00,BRONX,47,0,NA,FALSE,NA,NA,NA,<18,M,BLACK,1027198,258757,40.87680626,-73.84469957,POINT (-73.84469957 40.87680626100007)
18,73921226,31/07/2010,5:32:00,BROOKLYN,73,0,NA,TRUE,NA,NA,NA,25-44,M,BLACK,1007380,180546,40.66221178,-73.91663143,POINT (-73.91663143499993 40.662211779000074)
19,137187529,11/06/2014,1:06:00,QUEENS,101,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1053921,158769,40.60219487,-73.74910401,POINT (-73.74910400599998 40.602194868000026)
20,136918337,24/05/2014,18:48:00,QUEENS,113,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1048337,184513,40.67289856,-73.76896836,POINT (-73.76896835899998 40.67289856000008)
21,183231196,29/05/2018,1:00:00,BROOKLYN,73,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,"1,008,850","179,962",40.66060487,-73.91133509,POINT (-73.91133509 40.66060487)
22,73498063,2/07/2010,9:23:00,QUEENS,103,0,NA,TRUE,18-24,M,BLACK,25-44,M,BLACK,1039125,192380,40.69455352,-73.80211335,POINT (-73.80211334999996 40.69455352400008)
23,95266278,8/03/2014,4:00:00,BROOKLYN,90,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,996475,197122,40.70773089,-73.95590745,POINT (-73.95590744599998 40.707730885000046)
24,177934249,9/04/2018,1:52:00,BROOKLYN,90,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,"1,000,697","197,070",40.70758132,-73.94067937,POINT (-73.94067937 40.70758132)
25,74063908,9/08/2010,17:50:00,BROOKLYN,77,0,NA,FALSE,<18,M,BLACK,18-24,M,BLACK,998807,184084,40.67194105,-73.9475244,POINT (-73.94752439499997 40.67194104600002)
26,28176154,29/03/2007,18:36:00,BRONX,41,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,WHITE HISPANIC,65+,F,BLACK,1011307,235069,40.8118527,-73.90225765,POINT (-73.90225764899996 40.81185269700006)
27,166429319,25/06/2017,18:13:00,BRONX,41,0,NA,TRUE,25-44,M,BLACK,25-44,F,BLACK,1014691,234266,40.80963767,-73.89003655,POINT (-73.89003655299997 40.80963767400005)
28,69665449,7/01/2010,4:38:00,BROOKLYN,77,0,NA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK,1005903,185476,40.67574726,-73.92193931,POINT (-73.92193931099996 40.67574726200007)
29,155107030,21/07/2016,21:29:00,BROOKLYN,81,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1006141,187526,40.68137346,-73.92107463,POINT (-73.92107462999998 40.68137346100008)
30,55177454,25/12/2008,6:14:00,BRONX,47,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,1026486,262591,40.88733282,-73.84725001,POINT (-73.84725001299995 40.88733281800006)
31,51787778,30/09/2008,20:30:00,BROOKLYN,94,0,NA,FALSE,UNKNOWN,M,BLACK,<18,M,BLACK,1001064,200639,40.71737668,-73.93934674,POINT (-73.93934673599993 40.71737668200007)
32,79135866,5/06/2011,1:41:00,QUEENS,110,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK HISPANIC,1025575,209708,40.7421883,-73.85087035,POINT (-73.85087034499998 40.742188302000045)
33,52269755,17/10/2008,20:41:00,BROOKLYN,84,0,NA,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,989066,187917,40.68247242,-73.98263733,POINT (-73.98263733399993 40.682472424000025)
34,75330412,28/10/2010,20:56:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,18-24,M,BLACK,1016807,179007,40.65795792,-73.88266012,POINT (-73.88266012399998 40.657957922000044)
35,82761701,22/01/2012,4:45:00,BRONX,42,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK HISPANIC,1010059,239344,40.8235901,-73.90674962,POINT (-73.90674962399999 40.82359010000005)
36,159287374,12/12/2016,22:18:00,BROOKLYN,79,2,MULTI DWELL - PUBLIC HOUS,FALSE,25-44,M,BLACK,25-44,M,BLACK,999215,189479,40.68674842,-73.9460416,POINT (-73.94604160299998 40.68674841800004)
37,63519473,8/07/2009,21:08:00,QUEENS,113,0,NA,FALSE,18-24,M,BLACK,25-44,M,BLACK,1045402,188750,40.68454889,-73.77951052,POINT (-73.77951051699995 40.68454889100008)
38,34864273,6/10/2007,22:00:00,MANHATTAN,34,0,NA,FALSE,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1005250,254388,40.8648942,-73.92407815,POINT (-73.92407814999996 40.86489420400005)
39,23974385,20/08/2006,22:27:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,TRUE,UNKNOWN,U,UNKNOWN,45-64,M,BLACK,997897,175677,40.64886713,-73.9508219,POINT (-73.95082189999994 40.64886713300007)
40,80758195,16/09/2011,22:28:00,BROOKLYN,73,0,DRY CLEANER/LAUNDRY,FALSE,NA,NA,NA,25-44,M,BLACK HISPANIC,1009147,182581,40.66779261,-73.91025493,POINT (-73.91025493099994 40.66779260900006)
41,39378654,24/02/2008,1:49:00,BRONX,52,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1017542,255919,40.86905853,-73.87963015,POINT (-73.87963014799993 40.86905853200005)
42,92385893,30/08/2013,17:45:00,BRONX,48,0,NA,FALSE,25-44,M,WHITE HISPANIC,<18,M,BLACK HISPANIC,1016992,247008,40.84460258,-73.88166226,POINT (-73.88166226199996 40.84460257800004)
43,36021163,28/01/2007,4:30:00,BRONX,47,0,NA,FALSE,25-44,M,BLACK,18-24,M,BLACK,1028381,259025,40.877536,-73.84042003,POINT (-73.84042003299999 40.877536001000074)
44,23354108,6/07/2006,12:31:00,QUEENS,105,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,1048450,181281,40.66402665,-73.76859178,POINT (-73.76859177699998 40.66402665100002)
45,56199908,31/01/2009,20:10:00,BRONX,42,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,M,BLACK,1010713,240858,40.82774366,-73.90438065,POINT (-73.90438065399997 40.82774366300004)
46,68763369,11/12/2009,21:34:00,BRONX,40,0,NA,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1010467,238573,40.82147272,-73.90527847,POINT (-73.90527847099996 40.821472723000056)
47,86437021,26/08/2012,0:57:00,BRONX,43,0,NA,FALSE,NA,NA,NA,18-24,F,BLACK,1018254,239491,40.82396583,-73.87713914,POINT (-73.87713913599998 40.82396582800004)
48,85499229,29/06/2012,0:27:00,MANHATTAN,28,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,996870,232828,40.80573419,-73.95441572,POINT (-73.95441571799995 40.805734189000084)
49,158834627,27/11/2016,4:55:00,BROOKLYN,84,0,NA,FALSE,NA,NA,NA,45-64,M,BLACK,988280,188464,40.68397421,-73.98547093,POINT (-73.985470933 40.683974208000045)
50,143214816,26/05/2015,23:17:00,BROOKLYN,62,0,NA,TRUE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,988312,156893,40.59731855,-73.98537456,POINT (-73.98537455599995 40.597318554000026)
51,37335993,29/12/2007,3:28:00,BROOKLYN,61,0,NA,TRUE,<18,M,WHITE HISPANIC,18-24,M,WHITE,995309,155859,40.59447446,-73.96018071,POINT (-73.96018070799995 40.59447446400002)
52,37256826,24/12/2007,21:44:00,BROOKLYN,88,0,NA,TRUE,NA,NA,NA,18-24,M,BLACK,995302,190524,40.68962245,-73.96014913,POINT (-73.96014913199997 40.68962245400007)
53,183190788,27/05/2018,15:50:00,QUEENS,103,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,"1,039,222","192,293",40.69431413,-73.80176426,POINT (-73.80176426 40.69431413)
54,11118201,20/04/2006,22:49:00,BRONX,52,0,NA,FALSE,18-24,M,BLACK,18-24,F,WHITE HISPANIC,1014403,256319,40.87016769,-73.89097778,POINT (-73.89097777499995 40.87016768900003)
55,37207632,23/12/2007,2:29:00,MANHATTAN,30,0,NA,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK HISPANIC,999794,241252,40.82885105,-73.94383419,POINT (-73.94383419099995 40.82885104500008)
56,80667642,10/09/2011,1:15:00,BROOKLYN,79,0,MULTI DWELL - APT BUILD,FALSE,NA,NA,NA,25-44,M,BLACK,1000869,189184,40.68593576,-73.94007844,POINT (-73.94007844399994 40.68593576000006)
57,45926432,24/04/2008,18:45:00,BROOKLYN,70,0,GROCERY/BODEGA,FALSE,18-24,M,BLACK,18-24,M,BLACK,991557,168868,40.63018538,-73.97367666,POINT (-73.973676658 40.63018538100005)
58,35890072,22/11/2007,18:01:00,BROOKLYN,73,0,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1009968,182502,40.66757342,-73.90729577,POINT (-73.90729576599993 40.667573424000075)
59,163631335,10/04/2017,5:05:00,MANHATTAN,30,0,NA,FALSE,NA,NA,NA,25-44,M,WHITE HISPANIC,998235,239902,40.82514829,-73.94947035,POINT (-73.94947035199993 40.82514828500007)
60,78644283,9/05/2011,23:50:00,QUEENS,105,0,NA,FALSE,NA,NA,NA,18-24,M,WHITE,1054891,182168,40.66641221,-73.74536594,POINT (-73.74536594499993 40.666412213000065)
61,27126163,28/02/2007,16:33:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,WHITE HISPANIC,25-44,F,BLACK,1005514,235740,40.81371025,-73.92318281,POINT (-73.923182807 40.81371024600002)
62,80928179,28/09/2011,0:03:00,BROOKLYN,77,0,NA,FALSE,18-24,M,BLACK,25-44,M,BLACK,999667,185330,40.67535958,-73.9444213,POINT (-73.94442130099996 40.67535958100007)
63,141546979,22/03/2015,1:12:00,MANHATTAN,24,0,NA,FALSE,<18,M,BLACK,18-24,M,BLACK,994327,230100,40.79824984,-73.96360559,POINT (-73.96360558899995 40.79824984200008)
64,90929326,2/06/2013,15:23:00,BROOKLYN,70,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,995957,177431,40.65368426,-73.95781001,POINT (-73.95781001099994 40.653684258000055)
65,75538563,13/11/2010,18:56:00,QUEENS,103,0,RESTAURANT/DINER,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,BLACK,1037513,194902,40.70148566,-73.80790652,POINT (-73.80790651999997 40.70148565900007)
66,32288648,16/06/2007,2:30:00,BROOKLYN,70,0,NA,FALSE,25-44,M,BLACK,18-24,M,BLACK,991547,168934,40.63036655,-73.97371261,POINT (-73.97371261299998 40.63036654500007)
67,87110749,7/10/2012,3:45:00,BRONX,46,0,BAR/NIGHT CLUB,FALSE,NA,NA,NA,18-24,M,BLACK,1005694,247184,40.84512031,-73.92249596,POINT (-73.92249595899995 40.84512030900004)
68,91000085,5/06/2013,14:30:00,BRONX,48,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1015269,247736,40.84660694,-73.88788632,POINT (-73.88788631599994 40.84660694300004)
69,72493478,1/05/2010,3:50:00,BROOKLYN,79,0,NA,FALSE,25-44,M,BLACK,45-64,M,BLACK,997365,189471,40.6867294,-73.95271223,POINT (-73.95271222799995 40.686729395000036)
70,16895047,25/06/2006,4:50:00,MANHATTAN,25,0,NA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1001122,231521,40.80213974,-73.93906001,POINT (-73.93906000899995 40.80213973700006)
71,73815775,21/07/2010,4:00:00,QUEENS,105,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK,1056075,198425,40.71102423,-73.74092476,POINT (-73.74092476099996 40.71102423000008)
72,138609255,8/09/2014,15:37:00,BROOKLYN,67,0,NA,FALSE,NA,NA,NA,45-64,M,BLACK,1001432,176596,40.65138344,-73.93808052,POINT (-73.93808052199995 40.65138343500007)
73,66101680,23/09/2009,17:40:00,QUEENS,103,0,NA,FALSE,<18,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1035924,194283,40.69979607,-73.81364204,POINT (-73.81364203699997 40.699796073000066)
74,145559207,22/08/2015,2:17:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,25-44,M,BLACK,1006488,183540,40.67043193,-73.91983669,POINT (-73.91983669099994 40.67043192700004)
75,35532831,5/11/2007,19:22:00,BROOKLYN,72,0,NA,TRUE,25-44,M,BLACK HISPANIC,18-24,M,BLACK,984058,178998,40.65799307,-74.00069345,POINT (-74.00069344599996 40.65799306600008)
76,89060181,8/02/2013,23:40:00,BRONX,42,0,NA,FALSE,NA,NA,NA,<18,M,BLACK,1011511,241765,40.83023069,-73.9014935,POINT (-73.90149349599994 40.83023069100005)
77,65443947,5/09/2009,20:35:00,MANHATTAN,34,0,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,25-44,M,WHITE HISPANIC,1005426,254690,40.86572268,-73.92344089,POINT (-73.92344088699997 40.86572268100008)
78,33992788,26/08/2007,13:44:00,BRONX,43,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,25-44,F,BLACK,1018434,238489,40.82121493,-73.87649387,POINT (-73.87649386999993 40.821214929000064)
79,82009008,3/12/2011,23:30:00,MANHATTAN,23,0,NA,FALSE,NA,NA,NA,<18,M,BLACK HISPANIC,998950,229227,40.79584721,-73.94691026,POINT (-73.94691026399995 40.79584721300005)
80,92008350,6/08/2013,0:53:00,MANHATTAN,26,2,MULTI DWELL - PUBLIC HOUS,FALSE,<18,M,BLACK,18-24,M,BLACK,996014,236126,40.81478747,-73.95750196,POINT (-73.95750196499995 40.814787465000045)
81,46361476,9/05/2008,0:30:00,BRONX,47,0,NA,FALSE,25-44,M,BLACK,UNKNOWN,M,BLACK,1023921,264703,40.89314149,-73.85651411,POINT (-73.85651410799994 40.893141488000026)
82,168337670,21/08/2017,23:55:00,BROOKLYN,90,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,18-24,M,BLACK,1001060,196146,40.70504447,-73.93937238,POINT (-73.93937238299998 40.705044473000044)
83,74530910,8/09/2010,4:55:00,BRONX,46,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1010028,249628,40.85181678,-73.90682211,POINT (-73.90682210799997 40.851816777000074)
84,109659981,20/04/2014,4:40:00,MANHATTAN,30,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK HISPANIC,998633,240619,40.82711561,-73.94803075,POINT (-73.94803074699998 40.827115607000046)
85,171866986,21/11/2017,22:25:00,BROOKLYN,75,0,MULTI DWELL - APT BUILD,FALSE,18-24,M,BLACK,25-44,F,BLACK,1018109,174057,40.64436638,-73.87799234,POINT (-73.87799233599996 40.64436637700004)
86,146103132,14/09/2015,1:40:00,BRONX,44,0,NA,FALSE,NA,NA,NA,45-64,M,BLACK HISPANIC,1008084,246773,40.84398611,-73.9138592,POINT (-73.91385919899994 40.84398610800002)
87,54696009,7/12/2008,15:00:00,BROOKLYN,61,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,18-24,M,BLACK,1001945,157468,40.59888008,-73.9362819,POINT (-73.93628190099997 40.59888008100006)
88,156431363,4/09/2016,4:40:00,BROOKLYN,81,0,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1005424,190695,40.69007338,-73.92364977,POINT (-73.92364977399995 40.690073383000026)
89,85094886,5/06/2012,3:30:00,BROOKLYN,75,0,GROCERY/BODEGA,TRUE,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1015390,177544,40.65394741,-73.887774,POINT (-73.88777399799993 40.65394740700003)
90,81701068,15/11/2011,2:23:00,MANHATTAN,10,0,BAR/NIGHT CLUB,FALSE,45-64,M,BLACK,25-44,F,BLACK,982399,211453,40.74707425,-74.00668171,POINT (-74.00668170899998 40.74707424500008)
91,64590307,10/08/2009,22:00:00,BRONX,40,0,MULTI DWELL - APT BUILD,FALSE,UNKNOWN,U,UNKNOWN,45-64,M,WHITE HISPANIC,1007632,235830,40.81395192,-73.91553098,POINT (-73.91553097899998 40.81395191900003)
92,23945314,19/08/2006,22:05:00,BROOKLYN,81,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,M,BLACK,25-44,M,BLACK HISPANIC,1001469,191733,40.69293103,-73.93790851,POINT (-73.93790851499993 40.692931032000054)
93,109313240,28/03/2014,13:50:00,QUEENS,113,0,NA,FALSE,NA,NA,NA,25-44,M,WHITE HISPANIC,1042839,187011,40.67979308,-73.78876681,POINT (-73.78876680599996 40.67979308100007)
94,54858244,13/12/2008,3:51:00,QUEENS,103,0,BAR/NIGHT CLUB,FALSE,18-24,M,BLACK,25-44,M,BLACK,1047620,198162,40.71036696,-73.77142473,POINT (-73.77142473399994 40.71036695600003)
95,91270515,21/06/2013,18:00:00,BRONX,49,0,NA,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK,1027440,251415,40.85665355,-73.84387181,POINT (-73.84387180799999 40.85665355000003)
96,37505868,6/01/2008,3:22:00,BRONX,40,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK HISPANIC,<18,M,WHITE HISPANIC,1009821,236559,40.81594676,-73.90762017,POINT (-73.90762016499998 40.81594675500003)
97,50163480,16/08/2008,23:00:00,QUEENS,105,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,1057636,203954,40.72618713,-73.7352339,POINT (-73.73523390399998 40.72618713000002)
98,77824207,21/03/2011,17:25:00,BROOKLYN,67,0,PVT HOUSE,FALSE,NA,NA,NA,18-24,M,BLACK,1002785,176376,40.65077686,-73.93320515,POINT (-73.93320515299997 40.65077685500006)
99,16692673,3/06/2006,22:48:00,QUEENS,110,0,NA,FALSE,UNKNOWN,M,UNKNOWN,18-24,M,ASIAN / PACIFIC ISLANDER,1021834,211633,40.74748863,-73.86435986,POINT (-73.86435985499998 40.74748862900003)
100,41559424,4/03/2008,13:22:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,BLACK,18-24,M,BLACK,1009347,183819,40.67119008,-73.90952938,POINT (-73.90952938099997 40.67119007600007)
101,146019021,10/09/2015,8:37:00,BRONX,42,0,NA,FALSE,25-44,M,BLACK,18-24,M,BLACK,1015324,244397,40.83744218,-73.887703,POINT (-73.88770299499998 40.837442176000025)
102,34114133,1/09/2007,23:26:00,BROOKLYN,73,0,NA,TRUE,NA,NA,NA,45-64,M,BLACK,1008427,183518,40.67036646,-73.91284696,POINT (-73.91284696199995 40.670366460000025)
103,24675456,6/10/2006,16:50:00,BROOKLYN,75,2,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,BLACK,1016887,179406,40.6590528,-73.88236986,POINT (-73.88236985899994 40.659052795000036)
104,138322730,20/08/2014,21:10:00,QUEENS,113,0,NA,FALSE,25-44,M,BLACK,25-44,M,BLACK,1047802,183445,40.66997101,-73.77090709,POINT (-73.77090708999998 40.669971005000036)
105,90451786,3/05/2013,20:08:00,QUEENS,101,2,MULTI DWELL - PUBLIC HOUS,TRUE,18-24,M,BLACK,18-24,M,BLACK,1043920,156137,40.59504356,-73.78514245,POINT (-73.78514244499998 40.59504356100007)
106,139575073,9/11/2014,1:30:00,BRONX,40,0,NA,FALSE,NA,NA,NA,18-24,M,BLACK HISPANIC,1009453,238879,40.82231556,-73.90894094,POINT (-73.90894093799993 40.82231555700002)
107,84651608,9/05/2012,21:18:00,MANHATTAN,33,0,NA,FALSE,18-24,M,BLACK,25-44,M,BLACK HISPANIC,1001288,246375,40.84290944,-73.93842271,POINT (-73.93842270599998 40.84290944200007)
108,74667359,18/09/2010,20:00:00,BRONX,42,2,MULTI DWELL - PUBLIC HOUS,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1010896,244231,40.83700102,-73.90370601,POINT (-73.90370600899996 40.837001024000074)
109,47182987,11/06/2008,22:59:00,BRONX,44,0,NA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,1006334,244426,40.83754883,-73.92019188,POINT (-73.92019187599993 40.83754882800008)
110,35480310,4/11/2007,21:02:00,BROOKLYN,83,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1008076,194325,40.70003015,-73.91407405,POINT (-73.91407405099994 40.700030147000064)
111,141183928,1/03/2015,4:42:00,BROOKLYN,73,2,MULTI DWELL - PUBLIC HOUS,FALSE,NA,NA,NA,25-44,M,BLACK,1010869,183398,40.67003008,-73.9040444,POINT (-73.90404439699995 40.67003008100005)
112,51787772,30/09/2008,0:50:00,STATEN ISLAND,122,0,PVT HOUSE,TRUE,18-24,M,WHITE HISPANIC,18-24,M,BLACK,940718,153491,40.58787478,-74.15673402,POINT (-74.15673402299996 40.587874775000046)
113,85762738,15/07/2012,23:00:00,BRONX,43,0,MULTI DWELL - APT BUILD,FALSE,NA,NA,NA,25-44,M,BLACK,1016981,242160,40.83129628,-73.88172568,POINT (-73.88172567699996 40.83129627500005)
114,155640452,9/08/2016,21:03:00,BRONX,48,0,NA,TRUE,18-24,M,BLACK,18-24,M,WHITE HISPANIC,1015347,246209,40.8424155,-73.88761147,POINT (-73.88761147299994 40.84241550400003)
115,65404464,3/09/2009,20:23:00,BROOKLYN,70,0,RESTAURANT/DINER,FALSE,25-44,M,BLACK,25-44,M,BLACK,997240,171734,40.63804543,-73.95319712,POINT (-73.95319711499997 40.63804543300005)
116,145313503,13/08/2015,23:53:00,BROOKLYN,81,2,NA,FALSE,NA,NA,NA,25-44,M,BLACK,1001974,191809,40.69313864,-73.93608725,POINT (-73.93608724999996 40.69313863700007)
117,39339921,23/02/2008,20:09:00,QUEENS,104,0,NA,FALSE,UNKNOWN,M,BLACK HISPANIC,<18,M,BLACK HISPANIC,1013772,195593,40.70349334,-73.89352614,POINT (-73.89352614299997 40.703493339000026)
118,23354118,9/07/2006,4:30:00,QUEENS,105,0,BAR/NIGHT CLUB,FALSE,25-44,M,BLACK,18-24,M,BLACK,1056201,195663,40.7034422,-73.74049979,POINT (-73.74049978799998 40.70344220100003)
119,35803763,18/11/2007,8:43:00,MANHATTAN,32,0,MULTI DWELL - APT BUILD,TRUE,NA,NA,NA,25-44,M,BLACK,1000842,239098,40.82293702,-73.94005264,POINT (-73.94005263699995 40.82293702100003)
120,50561773,25/08/2008,23:28:00,BRONX,45,0,NA,FALSE,<18,M,BLACK,18-24,M,WHITE HISPANIC,1032140,242004,40.83079891,-73.8269488,POINT (-73.82694879599995 40.83079891400007)
121,77792812,19/03/2011,4:45:00,BROOKLYN,76,0,SOCIAL CLUB/POLICY LOCATI,FALSE,25-44,M,BLACK,25-44,M,BLACK,980350,185279,40.67523216,-74.01406139,POINT (-74.01406138699997 40.675232160000064)
122,66768828,13/10/2009,19:15:00,MANHATTAN,28,0,NA,FALSE,UNKNOWN,U,UNKNOWN,18-24,M,BLACK,999473,232728,40.80545562,-73.94501344,POINT (-73.94501343699994 40.80545561600008)
123,141304492,9/03/2015,17:30:00,STATEN ISLAND,121,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,F,WHITE,936722,172119,40.63898418,-74.17125231,POINT (-74.17125230499995 40.63898417600007)
124,141114173,24/02/2015,10:00:00,BROOKLYN,60,0,MULTI DWELL - APT BUILD,FALSE,25-44,M,BLACK,18-24,F,BLACK,987641,148923,40.57544277,-73.98779476,POINT (-73.98779476299995 40.57544276900006)
125,80592973,4/09/2011,23:35:00,MANHATTAN,23,2,MULTI DWELL - PUBLIC HOUS,FALSE,18-24,M,UNKNOWN,<18,M,BLACK,998890,225928,40.78679245,-73.94713415,POINT (-73.94713415399997 40.78679244600005)
126,55020823,19/12/2008,0:30:00,BROOKLYN,69,0,NA,FALSE,18-24,M,BLACK,18-24,M,BLACK,1012704,175489,40.64831592,-73.89746291,POINT (-73.89746290699998 40.64831592000007)
127,93441148,5/11/2013,22:00:00,BROOKLYN,67,0,MULTI DWELL - APT BUILD,TRUE,NA,NA,NA,25-44,M,BLACK,1006952,179069,40.65815885,-73.91817909,POINT (-73.91817909399998 40.65815884800003)
